Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Apartamento,210000000,60,3,2,5,Cra. 56 #3-39
Apartamento,200000000,36,1,1,5,Urbanización La Flora
Apartamento,200000000,38,1,1,5,Urbanización La Flora
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,200000000,33,1,1,5,Urbanización La Flora
Apartamento,200000000,33,1,1,5,Urbanización La Flora
Apartamento,165000000,60,3,2,5,Cra. 1a #54a-110
Apartamento,697000000,137,4,4,5,Cra. 115 B #18-120
Apartamento,148000000,67,3,2,5,El Guabal
Apartamento,138000000,49,2,1,5,Cra. 100b
Apartamento,140000000,53,3,1,5,Cra. 1B
Apartamento,195000000,65,3,2,5,Cl. 4 #79-20
Apartamento,259000000,72,3,2,5,Cra. 57 #13-75
Apartamento,890000000,174,3,4,5,Cristales
Apartamento,595000000,190,4,4,5,Cl. 55 #39-48 Cali
Apartamento,150000000,67,3,1,3,Salomia
Apartamento,209000000,60,3,2,5,Calle 33a Norte #2e-54
Apartamento,250000000,58,3,2,5,Comuna 16
Apartamento,200000000,56,2,2,5,Departamental
Apartamento,160000000,65,3,1,5,Las Ceibas
Apartamento,203000000,57,4,2,5,Caney
Apartamento,255000000,62,3,2,5,Cra. 90 #54c50
Apartamento,400000000,135,4,4,5,Sur
Apartamento,615000000,76,1,2,5,Pance
Apartamento,219400000,57,2,2,5,Acopi
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,190000000,60,2,1,5,Av. 8 Nte. #51-35
Apartamento,185000000,66,3,1,5,Calle 10 # 5-13
Apartamento,245000000,58,3,2,5,Calle 45 #83d-37
Apartamento,375000000,79,3,2,5,Cl. 14c #65-120
Apartamento,235000000,62,3,2,5,Ciudadela Comfandi
Apartamento,198500000,63,2,2,5,Cl. 49 #120-52
Apartamento,580000000,119,3,3,5,Bellavista
Apartamento,215000000,65,3,2,5,Valle Del Lili
Apartamento,350000000,99,4,3,5,Las Vegas
Apartamento,200000000,32,1,1,5,Urbanización La Flora
Apartamento,150000000,58,3,2,5,Conjunto Residencial Altos Del Aguacatal
Apartamento,260000000,74,2,2,5,Aguacatal
Apartamento,430000000,97,2,3,5,La Flora
Apartamento,295000000,74,2,2,5,Centenario
Apartamento,200000000,54,3,2,5,Cra. 83b #42-60
Apartamento,210000000,32,0,1,5,El Refugio
Apartamento,650000000,85,3,2,5,Cra. 37 #4 A Bis - 49
Apartamento,330000000,60,3,2,5,Nueva Tequendama
Apartamento,280000000,82,2,1,5,Las Vegas
Apartamento,200000000,36,1,1,5,Urbanización La Flora
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,250000000,24,1,1,5,Cl. 16 #4-68
Apartamento,85000000,50,3,1,5,CARRERA 1-A3 #70D-43
Apartamento,125000000,65,3,1,5,Calle 62b #1a 9-250
Apartamento,139900000,58,3,2,5,CARRERA 1 #70-210
Apartamento,260000000,62,3,2,5,Valle De Lili
Apartamento,220000000,58,2,2,5,Cuarto De Legua
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,220000000,53,3,2,5,Ciudad
Apartamento,215000000,58,3,2,5,Torres De Comfandi
Apartamento,300000000,76,3,2,5,BARRIO CIUDAD PACIFICA
Apartamento,729900000,159,3,3,5,Cra 3b Oeste #7-60
Apartamento,520000000,116,3,3,5,Cl. 45 #93-36
